evidence_id,topic_key,research_round,label,confidence,claim,verification_verdict,verification_correction,confidence_note,conflict_note,source_title,source_org,source_date,source_ref,relevance,access_date,validation_status
EV-SINGAPORE-09,singapore,,FACT,Medium,"The Office for Space Technology and Industry (OSTIn) was established under the Singapore Economic Development Board in 2013 to grow Singapore's role in the global space industry, taking a whole-of-government approach: its steering committee, chaired by the EDB Chairman, comprises EDB, A*STAR, MCI, MOE, MFA, MTI, MOT, MINDEF and NRF. On 27 June 2016 SES signed its inaugural cooperation agreement with EDB/OSTIn on satellite technologies R&D in Singapore.",,,,,"Leading Global Satellite Operator SES Partners with Singapore EDB's Office for Space Technology and Industry (SES press release, carried by SpaceNews)",SES / SpaceNews,2016-06-27,https://spacenews.com/leading-global-satellite-operator-ses-partners-with-singapore-edbs-office-for-space-technology-and-industry/,"Singapore's space governance is economic-development-led, with MINDEF at the table but not in the chair.",2026-07-22,
EV-SINGAPORE-10,singapore,,FACT,Medium,"TeLEOS-1, Singapore's first commercial Near Equatorial Orbit (NEqO) Earth observation satellite: 400 kg, ~550 km circular orbit at 15 degrees inclination, 1 m electro-optical resolution, 12-16 hour average revisit of the equatorial belt for homeland security, maritime awareness and disaster monitoring. Built by ST Electronics (Satellite Systems), a May 2011 joint venture of ST Electronics, Nanyang Technological University and DSO National Laboratories; launched 16 December 2015 on India's PSLV; operated by AgilSpace.",,,,,TeLEOS 1 (Gunter's Space Page; corroborated by Wikipedia TeLEOS-1),Gunter's Space Page,2026-07-22 (accessed),https://space.skyrocket.de/doc_sdat/teleos-1.htm,Sovereign Singaporean EO capability with defence-lab lineage (DSO) and a distinctive equatorial-orbit niche.,2026-07-22,
EV-SINGAPORE-11,singapore,,FACT,Medium,"TeLEOS-2 is a 741-750 kg Singaporean SAR Earth observation satellite carrying a made-in-Singapore synthetic aperture radar delivering 1 m resolution data, with 500 GB onboard storage and 800 Mbps downlink. It was launched 22 April 2023 on PSLV-C55 to ~586 km at 10 degrees inclination, together with Singapore's 16 kg Lumelite-4. Reported joint development/funding by DSTA and ST Engineering could not be confirmed against a fetchable primary source this session (EDB, DSTA and mindef.gov.sg unreachable) and is held at TO_VERIFY.",,,,,TeLEOS 2 (Gunter's Space Page; launch data corroborated by Wikipedia PSLV-C55),Gunter's Space Page,2026-07-22 (accessed),https://space.skyrocket.de/doc_sdat/teleos-2.htm,"All-weather sovereign SAR in the same equatorial niche - a capability leap over TeLEOS-1, with an unconfirmed but widely reported defence-agency stake.",2026-07-22,
EV-SINGAPORE-12,singapore,,FACT,Medium,"Singapore's defence-technology base: DSTA was formed 15 March 2000 as a statutory board of MINDEF responsible for acquisitions and systems management for MINDEF and the SAF; DSO National Laboratories (established 1972 as the Electronics Test Centre) is the national defence R&D organisation with more than 1,600 research scientists and engineers, launched TeLEOS-1 in 2015, and researches across land, air, sea, space and cyberspace. In July 2026 DSTA partnered with IBM and the SAF's Digital and Intelligence Service on quantum computing for military planning.",,,,,Defence Science and Technology Agency; DSO National Laboratories (Wikipedia; secondary),Wikipedia,2026-07-22 (accessed),https://en.wikipedia.org/wiki/DSO_National_Laboratories,"A capable, closed-loop defence-tech ecosystem that already builds and flies satellites; the counterpart landscape for any defence-space engagement.",2026-07-22,
EV-SINGAPORE-13,singapore,,FACT,Medium,"Singapore's multilateral space posture: acceded to the Outer Space Treaty on 10 September 1976 (Australia ratified 10 October 1967); joined COPUOS in 2019 (in the expansion to 95 members); and signed the Artemis Accords on 28 March 2022, signed by Minister for Trade and Industry Gan Kim Yong - Australia was a founding Artemis Accords signatory on 13 October 2020.",,,,,List of parties to the Outer Space Treaty; UN COPUOS; Artemis Accords (Wikipedia; secondary - UN/NASA primaries not fetched this session),Wikipedia,2026-07-22 (accessed),https://en.wikipedia.org/wiki/Artemis_Accords,"The only space-specific instruments Australia and Singapore share are multilateral: OST, COPUOS and the Artemis Accords - notably signed by Singapore's trade ministry, not its defence ministry.",2026-07-22,
EV-SINGAPORE-14,singapore,,FACT,High,"The Australian Space Agency's international-partnerships page (accessed 22 July 2026) names its key partnerships (United States, India, ESA, United Kingdom, Japan), its regional Pacific engagement, and its 'broader international space partners' (Canadian Space Agency, CNES, ASI, DLR, New Zealand Space Agency, Korea AeroSpace Administration, UAE Space Agency). Its published 'Arrangements with international partners' list (16 entries across two pages) covers Japan NICT, UK, KASA, US, CNES, ASI, DLR, NZ MBIE, ESA, UAE and Canada. Singapore and OSTIn appear nowhere. Caveat: the arrangements list is not exhaustive - the 2021 India MoU is also absent from it - so the strong form of this negative rests on the partner enumeration, not the list.",,,,,International partnerships; Publications - Arrangements with international partners,Australian Space Agency,2026-07-22 (accessed),https://www.space.gov.au/international-partnerships,Evidenced absence: Singapore is not among the ASA's enumerated space partners at any tier.,2026-07-22,
EV-SINGAPORE-15,singapore,,ASSESSMENT,Medium,"No Australia-Singapore bilateral space instrument of any kind was located this session: no government-to-government space agreement, no space agency MoU, no defence-space arrangement, and no space content in any bilateral statement examined. The ~2021 ASA-OSTIn MoU suggested in tasking could not be evidenced on either the ASA's partner pages or in bilateral documents, and is assessed as likely non-existent or minor and unpublicised. Singapore is also not a member of CSpO (the ten members recorded in this model's register - US, UK, Canada, Australia, New Zealand, France, Germany, Italy, Japan, Norway - do not include Singapore) and not a member of Five Eyes.",,,,,Synthesis across sources fetched this session and the model's ussf-cspo register slice,This model (analytical),2026-07-22,"See EV-SINGAPORE-03, -04, -05, -06, -14; partner-baselines/germany.md CSpO records","The core negative finding, and the structural difference from Germany and New Zealand: Singapore sits outside every allied space structure.",2026-07-22,
EV-SINGAPORE-16,singapore,,FACT,High,"Enabling economic and science instruments in force: the Australia-Singapore Digital Economy Agreement entered into force 8 December 2020; the Green Economy Agreement was signed 18 October 2022; the FinTech Bridge Agreement was signed April 2022; CSIRO and A*STAR signed a Master Research Collaboration Agreement in 2022, with a 5-year A*STAR-CSIRO 2+2 Partnership; an MoU on collaboration in innovation and science exists; in June 2025 Home Affairs ministries signed an MoU on Cooperation in Security Matters and held the first Australia-Singapore Security Dialogue; in October 2025 Foreign Ministers signed a Third Country Training Programme MoU.",,,,,"Australia-Singapore Comprehensive Strategic Partnership (CSP) 2.0, 2025-35",Department of Foreign Affairs and Trade (Australia),2026-07-22 (accessed),https://www.dfat.gov.au/countries/singapore/australia-singapore-comprehensive-strategic-partnership-csp-20-2025-35,"Dense enabling rails (digital trade, research, security cooperation) that could carry space data, research or industry cooperation without a new instrument.",2026-07-22,
EV-SINGAPORE-17,singapore,,TO_VERIFY,Low,"OSTIn was reportedly repositioned as Singapore's national space office in about February 2022, with a S$150 million Space Technology Development Programme announced at the Global Space and Technology Convention 2022. Plausible and widely reported at the time, but EDB pages are Incapsula-blocked, ostin.gov.sg does not resolve, and mindef/MTI pages were unreachable this session - no citable page was fetched.",,,,,Not fetched - EDB/MTI primary unreachable this session,Singapore Economic Development Board (expected),,https://www.edb.gov.sg/ (blocked),"If confirmed, Singapore has a funded national space programme and a designated national space office - the natural counterpart for the Australian Space Agency.",2026-07-22,
EV-SINGAPORE-18,singapore,,ASSESSMENT,Medium,"Complementary geography: Singapore's NEqO satellites (15 and 10 degree inclinations) revisit the equatorial belt every 12-16 hours, covering the Malacca and Singapore Straits and archipelagic Southeast Asia - the same maritime approaches that matter to Australia's northern surveillance picture. Australia's continental spread and ground-segment industry could support NEqO downlink and tasking, and Australia's access to polar/SSO EO complements Singapore's equatorial niche. No current arrangement exercises this complementarity.",,,,,Analytical synthesis from TeLEOS orbital parameters,This model (analytical),2026-07-22,"See EV-SINGAPORE-10, -11",The most concrete technical basis for a first Australia-Singapore space cooperation strand.,2026-07-22,
EV-DOMESTIC-01,domestic,,FACT,High,"SmartSat CRC — a consortium of universities and research organisations partnered with industry, funded under the Australian Government's Cooperative Research Centres Program — commenced operations in 2019, is headquartered in Adelaide (Lot Fourteen), researches advanced telecommunications/IoT connectivity, intelligent satellite systems (including the SCARLET-alpha AI spacecraft-autonomy lab) and Earth observation, runs the Kanyini SA Space Services Mission and regional nodes in NSW, Qld and Victoria; its formal Commonwealth funding period ended 30 June 2026 and it is transitioning to the 'Australasian Space Innovation Institute'.",,,,,SmartSat CRC website (home and about pages),SmartSat CRC,2026-07-22,https://smartsatcrc.com/,The nation's largest space R&D consortium and the anchor of the domestic R&D layer; the 30 June 2026 funding-cliff and unconfirmed successor is the live continuity risk for the whole pipeline.,2026-07-22,
EV-DOMESTIC-02,domestic,,FACT,Medium,"iLAuNCH Trailblazer is a $180 million program 'building Australia's enduring space capability', supported by the Department of Education, spanning launch technologies, hypersonics, communications systems, automation and novel materials, engaging 3 regional universities and 20+ industry partners, with a $1.8m iLAuNCH Space Accelerator; University of Southern Queensland leadership is per public program branding and is not stated explicitly on the fetched homepage (TO_VERIFY detail).",,,,,iLAuNCH Trailblazer website,iLAuNCH Trailblazer / University of Southern Queensland,2026-07-22,https://ilaunch.space/,"The largest dedicated space commercialisation instrument in the university sector — and it sits under the education portfolio, not Defence, which shapes who owns the domestic space pipeline.",2026-07-22,
